"Clé de ticket","Résumé","Création","Durée(mn)"
"OBCS-9363","Correction écriture comptable","31/mars/25 17:59","0.43"
"OBCS-9364","Demande d'assistance suppression et correction écriture comptable","31/mars/25 18:03","6.2"
"OBCS-9463","Assistance Bog - Finance / Opération de caisse","16/avr./25 08:54","3.23"
"OBCS-9466","Confirmation Rendez-vous séance de travail","16/avr./25 20:54","3.23"
"OBCS-9468","Demande d'assistance RH","22/avr./25 09:29","1.5"
"OBCS-9600","Bordereau de réception - Relance Test écritures agro -","06/mai/25 15:53","0.45"
"OBCS-9601","Bordereau de réception - Test écriture","06/mai/25 15:55","4.1"
"OBCS-9602","Test écriture Agro","06/mai/25 16:06","2.1"
"OBCS-9610","Opération Interco caisse incorrecte","08/mai/25 12:48","15"
"OBCS-9625","Erreur serveur / Impossible de se connecter","09/mai/25 15:21","3.4"
"OBCS-9627","Erreur serveur / Impossible de se connecter","09/mai/25 15:22","0.54"
"OBCS-9628","Erreur serveur / Impossible de se connecter","09/mai/25 15:23","1.33"
"OBCS-9631","Confirmation Rendez-vous séance de travail présentiel","09/mai/25 15:26","1.3"
"OBCS-9632","Planification séance de travail présentiel","09/mai/25 15:27","1.4"
"OBCS-9633","Demande de traitement du RAN","09/mai/25 15:35","2.19"
"OBCS-9642","Demande d'information Fichier de données à renseigner","12/mai/25 10:26","3.9"
"OBCS-9643","Relance état d'avancement Reconstitution Paie 2024","12/mai/25 10:35","4.1"
"OBCS-9644","Relance état d'avancement Reconstitution Paie et Comptabilité 2024","12/mai/25 10:36","1.2"
"OBCS-9645","Point état d'avancement Reconstitution Paie et Comptabilité 2024","12/mai/25 10:48","9.25"
"OBCS-9646","point état d'avancement Reconstitution Paie et Comptabilité 2024","12/mai/25 10:49","1"
"OBCS-9647","Point état d'avancement Reconstitution Paie et Comptabilité 2024","12/mai/25 10:49","3.22"
"OBCS-9648","Demande de Reconstitution Paie et Comptabilité 2024","12/mai/25 10:50","5.24"
"OBCS-9738","Base de calcul incorrecte pour certain employé","24/mai/25 07:57","1.26"
"OBCS-9739","Base de calcul Accidente de travail / Is incorrecte pour les employés dont le salaire est  bas","24/mai/25 07:58","0.4"
"OBCS-9740","Planification séance de travail Equipe tréso Yopougon","24/mai/25 08:00","0.4"
"OBCS-9741","Planification séance de travail","24/mai/25 08:04","4.31"
"OBCS-9742","Relance Bug RH","24/mai/25 08:06","1.7"
"OBCS-9743","Relance traitement bug RH","24/mai/25 08:06","1.2"
"OBCS-9744","Planification séance de travail et relance sur traitement bug","24/mai/25 08:08","2.56"
"OBCS-9745","Demande de suppression données compt","24/mai/25 08:17","3.2"
"OBCS-9746","Retour appel - Planing séance de travail et point sur état traitement de la paie","24/mai/25 08:22","19.57"
"OBCS-9747","Demande de suppression données","24/mai/25 08:23","8.12"
"OBCS-9748","Assistance RAN - Comptabilité générale","24/mai/25 08:25","120.54"
"OBCS-9749","Relance demande d'information sur processus de résiliation contrat après envoie de mail de résiliation","24/mai/25 10:50","4.48"
"OBCS-9750","Recherche d'information pour paramétrage prime de représentation","24/mai/25 10:58","4.35"
"OBCS-9751","Séance de recueil d'information pour paramétrage prime de représentation","24/mai/25 11:01","8.19"
"OBCS-9752","Séance de recueil d'information pour paramétrage prime de représentation","24/mai/25 11:07","7.35"
"OBCS-9753","Assistance Comptabilité Générale","24/mai/25 11:14","3.1"
"OBCS-9754","Assistance Comptabilité Générale","24/mai/25 11:15","3.1"
"OBCS-9755","Assistance Comptabilité Générale","24/mai/25 11:16","2.5"
"OBCS-9766","Relance - Vérification calcul salaire 2024 et demande de confirmation","30/mai/25 16:35","6.5"
"OBCS-9831","Reprise de Contact pour planification séance travail","07/juin/25 09:38","1.21"
"OBCS-9832","Point traitement de requête sur bon de versement et point groupé des clients","07/juin/25 10:10","13.21"
"OBCS-9833","Relance Bug sur traitement de paie","07/juin/25 10:12","9.39"
"OBCS-9834","Explication et détails -  Bug sur traitement de paie","07/juin/25 10:12","9"
"OBCS-9835","Relance traitement Bug et rendez-vous séance de travail","07/juin/25 10:29","3"
"OBCS-9836","Confirmation séance de travail","07/juin/25 10:30","2.33"
"OBCS-9837","Prise de contact après SARA  - Responsable de Zone à BAYER à tracker pour transmission base de données","07/juin/25 10:35","1.56"
"OBCS-9838","Signal Bug  - Planification Google Meet","07/juin/25 10:52","5"
"OBCS-9839","Relance requête Finance - Prise en compte des Ecritures de débours","07/juin/25 10:55","3.7"
"OBCS-9840","Etat d'avancement AGRO export","07/juin/25 10:56","5.35"
"OBCS-9841","Relance requête en cours - AGRO","07/juin/25 11:02","0.28"
"OBCS-9842","Relance paramétrage Imprimante - AGRO","07/juin/25 11:03","1.47"
"OBCS-9843","Relance document en attente pour paramétrage","07/juin/25 11:06","1.22"
"OBCS-9890","Accès simulateur salaire","13/juin/25 16:51","5.43"
"OBCS-9944","Assistance finance - Recherche de données pour suppression","15/juin/25 03:34","3.37"
"OBCS-9945","Assistance finance - Recherche de données pour suppression","15/juin/25 03:35","0.35"
"OBCS-9946","Assistance finance - Recherche de données pour suppression","15/juin/25 03:37","0.24"
"OBCS-9947","Assistance finance - Recherche de données pour suppression","15/juin/25 03:39","5.53"
"OBCS-9948","Assistance - Retour sur facture fournisseur non comptabilisé","15/juin/25 03:41","2.46"
"OBCS-9949","Impossible de créer un tiers fournisseur","15/juin/25 03:47","1.37"
"OBCS-9950","Assistance","15/juin/25 03:56","1.14"
"OBCS-9951","Annulation rendez-vous confirmé","15/juin/25 04:00","1.52"
"OBCS-9952","Demande confirmation rendez-vous","15/juin/25 04:01","0.22"
"OBCS-9953","Confirmation Rendez-vous séance de travail","15/juin/25 04:01","1.26"
"OBCS-9954","Assistance recherche d'opération et déséquilibre balances comptable","15/juin/25 04:09","4.28"
"OBCS-9955","Assistance sur données comptable","15/juin/25 04:10","2.35"
"OBCS-9956","Assistance données comptable","15/juin/25 04:11","1.48"
"OBCS-9957","Assistance","15/juin/25 04:12","0.47"
"OBCS-9958","Demande d'assistance et d'aide sur déséquilibre balance comptable","15/juin/25 04:17","1.19"
"OBCS-9959","Demande d’assistance sur déséquilibre balance","15/juin/25 04:18","9.63"
"OBCS-9960","Relance point état d'avancement RH","15/juin/25 04:19","9.47"
"OBCS-9961","RH/Demande d'assistance fonctionnement Calcul allocation congés","15/juin/25 04:23","1.45"
"OBCS-9962","Assistance Comptable","15/juin/25 04:25","0.2"
"OBCS-9963","Assistance RH / Allocation Congés payé","15/juin/25 04:26","0.26"
"OBCS-9964","Impossible d'enregistrer des tiers fournisseurs","15/juin/25 04:27","0.26"
"OBCS-9965","Assistance","15/juin/25 04:28","0.46"
"OBCS-9966","Assistance","15/juin/25 04:30","7.33"
"OBCS-9967","Assistance","15/juin/25 04:31","1"
"OBCS-9968","Etat d'avancement paramétrage imprimante matriciel","15/juin/25 04:33","3.46"
"OBCS-9969","Assistance Via Google Meet - Enregistrement facture locaux Mag","15/juin/25 04:38","3.5"
"OBCS-9970","Assistance et suivi compte client","15/juin/25 04:39","2.28"
"OBCS-9971","Assistance","15/juin/25 04:41","1.47"
"OBCS-9972","Assistance","15/juin/25 04:41","1.2"
"OBCS-9973","Assistance","15/juin/25 04:42","0.46"
